semana,met_l,vela_l,lb_l,met_s,vela_s,lb_s
2025-02-03,KAMA,35,40,TEMA,28,65
2025-02-10,DEMA,76,43,KAMA,89,42
2025-02-17,WMA,46,72,KAMA,50,88
2025-02-24,SMA,49,89,DEMA,57,61
2025-03-03,MIDPOINT,83,38,MIDPOINT,81,87
2025-03-10,KAMA,74,85,DEMA,41,70
2025-03-17,MIDPOINT,50,54,SMA,90,42
2025-03-24,SMA,91,23,EMA,57,79
2025-03-31,TEMA,92,22,TRIMA,68,71
2025-04-07,TRIMA,79,53,MIDPOINT,45,35
2025-04-14,KAMA,95,80,EMA,73,33
2025-04-21,TEMA,74,30,KAMA,41,76
2025-04-28,TRIMA,71,24,SMA,90,64
2025-05-05,KAMA,66,75,KAMA,86,33
2025-05-12,KAMA,68,102,SMA,61,20
2025-05-19,TEMA,97,20,KAMA,59,84
2025-05-26,SMA,69,38,DEMA,59,38
2025-06-02,DEMA,77,40,DEMA,100,40
2025-06-09,WMA,82,51,TRIMA,23,58
2025-06-16,SMA,65,32,KAMA,15,87
2025-06-23,DEMA,76,26,KAMA,15,73
2025-06-30,SMA,69,9,MIDPOINT,87,62
2025-07-07,DEMA,96,16,KAMA,77,39
2025-07-14,KAMA,94,10,WMA,61,62
2025-07-21,MIDPOINT,94,72,MIDPOINT,86,39
2025-07-28,KAMA,94,51,SMA,57,59
2025-08-04,WMA,60,56,WMA,95,38
2025-08-11,WMA,80,95,SMA,72,47
2025-08-18,DEMA,95,35,SMA,47,79
2025-08-25,DEMA,64,57,TEMA,43,56
2025-09-01,MIDPOINT,50,36,EMA,79,24
2025-09-08,KAMA,76,42,TRIMA,67,104
2025-09-15,MIDPOINT,99,42,SMA,78,57
2025-09-22,WMA,41,83,SMA,93,48
2025-09-29,TRIMA,90,7,SMA,72,53
2025-10-06,SMA,44,85,TEMA,39,59
2025-10-13,KAMA,39,95,DEMA,11,81
2025-10-20,EMA,59,105,SMA,81,68
2025-10-27,EMA,68,73,TRIMA,55,74
2025-11-03,KAMA,81,40,TEMA,61,24
2025-11-10,KAMA,79,77,DEMA,34,85
2025-11-17,DEMA,90,13,MIDPOINT,37,53
2025-11-24,MIDPOINT,92,7,KAMA,74,94
2025-12-01,KAMA,28,88,DEMA,24,86
2025-12-08,T3,94,7,WMA,58,100
2025-12-15,DEMA,86,35,SMA,88,71
2025-12-22,DEMA,42,67,KAMA,87,17
2025-12-29,KAMA,38,41,SMA,66,19
2026-01-05,TEMA,43,35,T3,47,17
2026-01-12,DEMA,30,89,DEMA,23,77
2026-01-19,MIDPOINT,50,19,SMA,12,44
2026-01-26,MIDPOINT,85,11,WMA,78,41
2026-02-02,WMA,82,33,DEMA,30,83
2026-02-09,KAMA,56,19,DEMA,61,34
2026-02-16,KAMA,52,81,SMA,100,31
2026-02-23,KAMA,87,52,SMA,60,45
2026-03-02,EMA,38,58,TEMA,35,51
2026-03-09,WMA,86,27,T3,15,36
2026-03-16,TRIMA,32,41,SMA,31,62
2026-03-23,TRIMA,26,62,DEMA,66,44
2026-03-30,EMA,69,25,SMA,57,65
2026-04-06,WMA,35,89,TRIMA,79,52
2026-04-13,KAMA,40,88,MIDPOINT,42,85
2026-04-20,MIDPOINT,50,54,TRIMA,63,38
2026-04-27,KAMA,83,65,KAMA,75,15
2026-05-04,MIDPOINT,60,90,WMA,99,25
2026-05-11,WMA,94,61,TEMA,64,22
2026-05-18,EMA,65,33,DEMA,92,8
2026-05-25,KAMA,68,107,SMA,36,103
2026-06-01,SMA,26,84,MIDPOINT,91,25
2026-06-08,SMA,66,19,KAMA,57,79
